premium_user,listening_frequency,avr_session_len,like_rate_per_day,skip_rate_per_day,play_rate_per_day,ad_rate_per_day,rate_of_quits_of_sessions_with_ads,artist_diversity,artist_diversity_gini,avg_year_published_of_songs_played,avg_song_popularity,avg_song_explicit,avg_song_danceability,avg_song_energy,avg_song_key,avg_song_loudness,avg_song_speechiness,avg_song_acousticness,avg_song_instrumentalness,avg_song_liveness,avg_song_valence,avg_song_tempo,avg_song_time_signature,favourite_genres_count
False,0.007644845407484218,63.37630416666667,0.009556056759355273,0.007644845407484218,0.15289690814968437,0.03631301568555004,0.125,0.9378594845761636,0.3162128712871286,1955.725,0.0,0.0,0.5413562500000001,0.3897318249999998,5.0375,-12.306412500000002,0.08831312499999999,0.7903352631249999,0.3482308493749999,0.23054437499999994,0.5948725000000004,115.4977125,3.86875,3
False,0.007571025668592741,62.071995238095234,0.049752454393609445,0.07571025668592742,0.15250208846736807,0.0465077291070697,0.2857142857142857,0.9754309343400457,0.20282362298667733,1981.659574468085,36.4822695035461,0.014184397163120567,0.46898581560283714,0.6869248226950361,5.75177304964539,-9.176035460992907,0.05511134751773051,0.15537597212765952,0.08828729099290776,0.22945531914893622,0.5493709219858157,123.75404255319151,3.9361702127659575,3
False,0.010024861389168653,61.963600000000014,0.013670265530684527,0.01822702070757937,0.202319929854131,0.04830160487508533,0.2727272727272727,0.9334437377027843,0.3355009144482828,1953.2972972972973,0.0,0.0045045045045045045,0.5789234234234233,0.3993950450450449,5.202702702702703,-11.246896396396398,0.09986036036036035,0.7882592265315317,0.3184823735135134,0.20672747747747752,0.6361909909909909,115.9419729729729,3.7927927927927927,3
False,0.017593932713955145,66.98391228070176,0.02685389730024733,0.02685389730024733,0.36391660824128275,0.09352564232155104,0.47368421052631576,0.9443890725485122,0.3494870643501089,1954.8346055979644,0.0,0.01272264631043257,0.5551195928753184,0.3925409465648853,5.213740458015267,-11.667083969465649,0.0947508905852418,0.7928696020865144,0.3528451235114504,0.2188788804071248,0.5812412213740454,114.43099745547077,3.821882951653944,3
False,0.00733298704329922,50.870247222222226,0.04399792225979532,0.06233038986804337,0.12221645072165367,0.041553593245362244,0.5,0.9817112436868797,0.18526315789473702,1984.2,37.0,0.05,0.47988,0.6653889999999998,4.76,-9.392289999999997,0.058841000000000004,0.22651951689999997,0.10797761580000005,0.2516280000000001,0.5253950000000001,123.42189999999995,3.92,3
True,0.016228966921952685,64.63035648148148,0.08565288097697252,0.16048645067264322,0.3056455436967756,0.11089794063334335,0.6111111111111112,0.9607630879881196,0.3066286589516678,1983.4926253687315,35.849557522123895,0.04129793510324484,0.4691976401179938,0.681746312684366,5.283185840707965,-9.171023598820065,0.06240855457227142,0.20421840241887917,0.11325561887905605,0.26129321533923305,0.512893215339233,127.3538908554572,3.9026548672566372,3
True,0.009274234782109907,64.57070714285713,0.010599125465268465,0.018548469564219815,0.16958600744429544,0.04372139254423242,0.14285714285714285,0.9656956331062431,0.21744791666666652,1951.75,0.0,0.0078125,0.5415390625000002,0.3711820312499999,4.7421875,-11.603656249999993,0.09834921874999997,0.8023217734375001,0.30045294484374996,0.2375351562499999,0.60494375,118.2798125,3.8359375,3
True,12.124763819704762,118.76520000000001,15.0,15.0,35.0,16.0,0.0,0.9826998224086473,0.12666666666666648,1979.6,32.02857142857143,0.02857142857142857,0.47371428571428564,0.6584571428571429,6.3428571428571425,-9.33642857142857,0.050488571428571445,0.20000826571428568,0.07233992142857142,0.22371142857142856,0.5444428571428571,128.69374285714284,3.942857142857143,3
False,0.010166477079900788,70.20751818181819,0.014787603025310236,0.013863377836228347,0.22181404537965355,0.06746843880297795,0.09090909090909091,0.9375817081649949,0.33281249999999996,1954.1708333333333,0.0,0.0,0.5575333333333337,0.3944754166666667,5.204166666666667,-11.570850000000004,0.09823916666666666,0.8033399845416667,0.29193775033333347,0.22540833333333338,0.6025279166666669,114.06261666666667,3.8208333333333333,3
True,0.02978152986310488,101.01965,0.2829245336994964,0.38715988822036346,0.8338828361669367,0.2829245336994964,0.0,0.9788650606354772,0.19987091222030995,1984.5535714285713,36.901785714285715,0.026785714285714284,0.4735714285714285,0.6683080357142858,5.267857142857143,-9.294401785714285,0.059525,0.19777040178571417,0.09853835482142856,0.23283214285714277,0.47164464285714314,118.99594642857144,3.875,3
